ID,Title,Category,Link,Preview Icon,Pages,PDF Link,Description,Keywords,Accession Number,Publisher,ISBN,Condition,Author,Language,Year,Script,Custodian,Digitization Sponsor
6197,Hukamnamah Sri Guru Gobind Singh Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=6197&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001352_200.jpg,1,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0006197.pdf,,,MN-001352,,,Partially Damaged,,Panjabi,1699,Gurmukhi,"Madanjit Kaur, Dr.",
6199,Bhatwat Ustati,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=6199&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-000373_200.jpg,2,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0006199.pdf,,,MN-000373,,,Good,,Panjabi,,Gurmukhi,,
6200,Poem,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=6200&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-000583_200.jpg,2,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0006200.pdf,,,MN-000583,,,Good,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12391,Seharifiane,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12391&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001406_200.jpg,21,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012391.pdf,,,MN-001406,,,Partially Damaged,,Panjabi,1898,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12392,Mangla Charan,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12392&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001407_200.jpg,8,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012392.pdf,,,MN-001407,,,Partially Damaged,Bir Singh,Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12393,Ath Sri Unbeh Sagar Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12393&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001408_200.jpg,25,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012393.pdf,,,MN-001408,,,Partially Damaged,Sewa Sigh,Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12394,Anubhav Suraj,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12394&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001409_200.jpg,31,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012394.pdf,,,MN-001409,,,Partially Damaged,Gulab Dass,Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12395,Anand Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12395&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001410_200.jpg,17,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012395.pdf,,,MN-001410,,,Good,,Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12396,Raag Sagar,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12396&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001411_200.jpg,90,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012396.pdf,,,MN-001411,,,Partially Damaged,Gulab Singh,Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12397,Aarta,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12397&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001412_200.jpg,3,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012397.pdf,,,MN-001412,,,Good,"Vir Singh, Bhai",Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12410,Tankha Nama,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12410&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001425_200.jpg,18,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012410.pdf,,,MN-001425,,,Partially Damaged,,Panjabi,,Gurmukhi,"Gurdev Singh Sidhu, Dr.",
12413,Kharda tika 10 Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12413&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001428_200.jpg,464,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012413.pdf,,,MN-001428,,,Partially Damaged,,Braj,,Gurmukhi,Gurinder Singh Kooner,
12414,Kharra Tika -11 Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12414&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001429_200.jpg,476,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012414.pdf,,,MN-001429,,,Partially Damaged,,Panjabi,,Gurmukhi,Gurinder Singh Kooner,
12418,Vaaran Bhai Gurdas Ji Ate Kabit Savaiye,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12418&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001433_200.jpg,1078,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012418.pdf,,,MN-001433,,,Partially Damaged,Bhai Gurdas,Braj,,Arabic,"SGPC, Sri Amritsar jio",
12423,Janam Sakhi Guru Nanak Dev Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12423&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001439_200.jpg,552,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012423.pdf,,,MN-001439,,,Partially Damaged,Peada mokha,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12427,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12427&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001443_200.jpg,1058,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012427.pdf,,,MN-001443,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12428,Gyan Sudaras,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12428&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001444_200.jpg,198,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012428.pdf,,,MN-001444,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12429,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12429&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001445_200.jpg,1684,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012429.pdf,,,MN-001445,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12434,Gur Pratap Suraj Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12434&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001450_200.jpg,1304,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012434.pdf,,,MN-001450,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12451,Zafarnama,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12451&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001467_200.jpg,246,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012451.pdf,"Written in exquisite Persian verse, the Zafarnama or 'Epistle of Victory' was a defiant message composed by Guru Gobind Singh Sahib, the tenth Sikh guru, and addressed to the Mughal emperor Aurangzeb, following a series of fierce battles between the imperial forces and Sikh warriors. Despite the ravages of the war and the loss of his four sons and many brave fighters, the Guru Sahib wrote about moral victory over the emperor.<br><br>With wisdom and honesty, the Guru Sahib indicts the emperor for the moral and spiritual bankruptcy of his empire, as exposed by the treachery of the emperor's commanders in battle. The 111 stirring stanzas in this timeless text form the core of the Guru Sahib's spiritual philosophy, highlighting his espousal of morality in thought and action as well as his deep understanding of the true nature of the Creator.",,MN-001467,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12452,Sikhian Di Bhagat Mala,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12452&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001468_200.jpg,704,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012452.pdf,,,MN-001468,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12475,Aaddeaatmak Prakash,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12475&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001492_200.jpg,44,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012475.pdf,,,MN-001492,,,Good,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12483,Twareakh Khalsa,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12483&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001500_200.jpg,476,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012483.pdf,,,MN-001500,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12488,Vichar Mala Te Uprokh Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12488&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001505_200.jpg,70,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012488.pdf,,,MN-001505,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12489,Vichar Mala Te Uprokh Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12489&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001506_200.jpg,84,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012489.pdf,,,MN-001506,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12492,Twareakh Guru Khalsa,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12492&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001509_200.jpg,518,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012492.pdf,,,MN-001509,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12539,Gurbani,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12539&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001558_200.jpg,780,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012539.pdf,,,MN-001558,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12540,Gurbani,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12540&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001559_200.jpg,708,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012540.pdf,,,MN-001559,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12544,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12544&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001563_200.jpg,716,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012544.pdf,,,MN-001563,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12546,Gurbani,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12546&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001565_200.jpg,736,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012546.pdf,,,MN-001565,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12553,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12553&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001572_200.jpg,896,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012553.pdf,,,MN-001572,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12579,Unknown,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12579&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001600_200.jpg,452,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012579.pdf,,,MN-001600,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12580,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12580&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001602_200.jpg,1132,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012580.pdf,,,MN-001602,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12583,Gur Ratan Mal - Sau Sakhi,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12583&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001606_200.jpg,400,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012583.pdf,,,MN-001606,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12589,Dasam Granth Diyan Baniyan,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12589&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001612_200.jpg,876,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012589.pdf,,,MN-001612,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12613,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12613&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001637_200.jpg,986,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012613.pdf,,,MN-001637,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12614,Sakhian,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12614&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001638_200.jpg,904,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012614.pdf,,,MN-001638,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12615,Sikhan Di Bhagat Mala,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12615&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001639_200.jpg,672,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012615.pdf,,,MN-001639,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12649,Sri Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12649&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001674_200.jpg,1422,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012649.pdf,,,MN-001674,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12650,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12650&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001675_200.jpg,1397,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012650.pdf,,,MN-001675,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12651,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12651&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001676_200.jpg,949,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012651.pdf,,,MN-001676,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12653,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12653&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001678_200.jpg,1497,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012653.pdf,,,MN-001678,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12654,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12654&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001679_200.jpg,1588,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012654.pdf,,,MN-001679,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12655,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12655&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001680_200.jpg,1548,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012655.pdf,,,MN-001680,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12663,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12663&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001688_200.jpg,1119,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012663.pdf,,,MN-001688,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12665,Tatkra Bishan Purran Ka,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12665&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001690_200.jpg,950,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012665.pdf,,,MN-001690,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12666,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12666&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001691_200.jpg,1293,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012666.pdf,,,MN-001691,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12668,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12668&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001693_200.jpg,1398,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012668.pdf,,,MN-001693,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12707,Sri Guru Granth Sahib ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12707&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001732_200.jpg,434,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012707.pdf,,,MN-001732,,,Partially Damaged,,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12708,Ram Charitmanas - Teeka,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12708&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001733_200.jpg,1498,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012708.pdf,,,MN-001733,,,Partially Damaged,Harbans Lal Chandan,Panjabi,,Gurmukhi,"Baba Sarabjot Singh Bedi, Una",
12747,Gurbani,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12747&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001772_200.jpg,19,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012747.pdf,,,MN-001772,,,Partially Damaged,,Panjabi,,Gurmukhi,Dera Gurusar Khudda Hoshiarpur,
12774,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12774&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001799_200.jpg,1220,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012774.pdf,,,MN-001799,,,Partially Damaged,,Panjabi,,Gurmukhi,Dera Gurusar Khudda Hoshiarpur,
12775,Sri Nanak Parkash Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12775&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001800_200.jpg,1024,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012775.pdf,,,MN-001800,,,Partially Damaged,,Panjabi,,Gurmukhi,Dera Gurusar Khudda Hoshiarpur,
12780,Dasam Granth,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12780&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001805_200.jpg,1504,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012780.pdf,,,MN-001805,,,Partially Damaged,,Panjabi,,Gurmukhi,Dera Gurusar Khudda Hoshiarpur,
12784,Unknown,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12784&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001809_200.jpg,808,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012784.pdf,,,MN-001809,,,Partially Damaged,,Panjabi,,Gurmukhi,Dera Gurusar Khudda Hoshiarpur,
12791,Unknown,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12791&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001816_200.jpg,131,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012791.pdf,,,MN-001816,,,Partially Damaged,,Braj,,Arabic,Dera Gurusar Khudda Hoshiarpur,
12838,Zafarnama,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12838&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001867_200.jpg,156,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012838.pdf,"Written in exquisite Persian verse, the Zafarnama or 'Epistle of Victory' was a defiant message composed by Guru Gobind Singh Sahib, the tenth Sikh guru, and addressed to the Mughal emperor Aurangzeb, following a series of fierce battles between the imperial forces and Sikh warriors. Despite the ravages of the war and the loss of his four sons and many brave fighters, the Guru Sahib wrote about moral victory over the emperor.<br><br>With wisdom and honesty, the Guru Sahib indicts the emperor for the moral and spiritual bankruptcy of his empire, as exposed by the treachery of the emperor's commanders in battle. The 111 stirring stanzas in this timeless text form the core of the Guru Sahib's spiritual philosophy, highlighting his espousal of morality in thought and action as well as his deep understanding of the true nature of the Creator.",,MN-001867,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12844,Salok Vaji Ke,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12844&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001873_200.jpg,196,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012844.pdf,,,MN-001873,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12859,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12859&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001888_200.jpg,466,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012859.pdf,,,MN-001888,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12885,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12885&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001914_200.jpg,1422,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012885.pdf,,,MN-001914,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
12936,Sri Guru Granth Sahib Ji ,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12936&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001965_200.jpg,1588,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012936.pdf,,,MN-001965,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",bhawan singh hans
12946,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=12946&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-001976_200.jpg,1684,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0012946.pdf,,,MN-001976,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
13066,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=13066&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-002096_200.jpg,1754,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0013066.pdf,,,MN-002096,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
13067,Sri Guru Granth Sahib Ji,Manuscripts,http://panjabdigilib.org/webuser/searches/displayPage.jsp?ID=13067&page=1&CategoryID=3&Searched=,http://panjabdigilib.org/pdl/Thumbnails/Squared/MN-002097_200.jpg,1666,https://snappdl.s3.ca-central-1.amazonaws.com/pdfs/0013067.pdf,,,MN-002097,,,Partially Damaged,,Panjabi,,Gurmukhi,"SGPC, Sri Amritsar jio",
